"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2021","Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53099585","2.58.14","0.00","","","","2"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44375009","4.58.1","0","","","","0"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44365153","4.58.2","0.00","","","","2"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44374566","4.58.3","","..","","","2"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","","..","","","0"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","","..","","","0"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","","..","","","0"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","","..","","","0"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","","..","","","0"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","","..","","","0"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","0","","","","0"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","0","","","","0"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","0","","","","0"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","0","","","","0"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151247","4.58.15","3","","","","0"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","","..","","","2"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151248","4.58.16","100.00","","","","2"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44388206","4.58.4","0","","","","0"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44337429","4.58.5","0","","","","0"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44337429","4.58.5","0","","","","0"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44337429","4.58.5","0","","","","0"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44337429","4.58.5","0","","","","0"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44337429","4.58.5","0","","","","0"
