"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v61999841","3.58.13","0","","","","0"
"2018","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v61999841","3.58.13","0","","","","0"
"2019","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v61999841","3.58.13","0","","","","0"
"2020","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v61999841","3.58.13","0","","","","0"
"2021","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v61999841","3.58.13","0","","","","0"
"2011","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2012","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2013","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","7.84","","","","2"
"2014","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2015","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2016","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2017","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2018","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2019","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2020","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2021","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v61999842","3.58.14","0.00","","","","2"
"2011","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","0","","","","0"
"2012","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","0","","","","0"
"2013","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","1","","","","0"
"2014","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","3","","","","0"
"2015","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","5","","","","0"
"2016","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","4","","","","0"
"2017","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","7","","","","0"
"2018","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","6","","","","0"
"2019","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","34","","","","0"
"2020","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","23","","","","0"
"2021","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v53081726","6.58.1","13","","","","0"
"2011","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","0.00","","","","2"
"2012","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","0.00","","","","2"
"2013","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","0.25","","","","2"
"2014","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","0.74","","","","2"
"2015","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","1.23","","","","2"
"2016","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","0.97","","","","2"
"2017","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","1.66","","","","2"
"2018","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","1.40","","","","2"
"2019","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","7.73","","","","2"
"2020","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","5.10","","","","2"
"2021","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v53081731","6.58.2","2.82","","","","2"
"2011","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","","..","","","2"
"2012","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","","..","","","2"
"2013","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","","..","","","2"
"2014","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","","..","","","2"
"2015","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","","..","","","2"
"2016","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","","..","","","2"
"2017","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","","..","","","2"
"2018","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","-15.92","","","","2"
"2019","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","453.87","","","","2"
"2020","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","-34.03","","","","2"
"2021","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62009281","6.58.3","-44.61","","","","2"
"2011","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","","..","","","0"
"2012","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","","..","","","0"
"2013","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","","..","","","0"
"2014","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","","..","","","0"
"2015","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","","..","","","0"
"2016","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","","..","","","0"
"2017","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","0","","","","0"
"2018","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","0","","","","0"
"2019","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","4","","","","0"
"2020","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","1","","","","0"
"2021","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000152463","6.58.15","2","","","","0"
"2011","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000152464","6.58.16","","..","","","2"
"2012","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000152464","6.58.16","","..","","","2"
"2013","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000152464","6.58.16","","..","","","2"
"2014","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000152464","6.58.16","","..","","","2"
"2015","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000152464","6.58.16","","..","","","2"
"2016","Halifax, Nova Scotia [12205]","2021A003512205","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000152464","6.58.16","","..","","","2"
